Day,Location,TotalConfirmed,Discharged,Deaths,Active
2020-03-13,Uttar Pradesh,11,5,0,6
2020-03-14,Andhra Pradesh,1,0,0,1
2020-03-14,Delhi,7,1,1,5
2020-03-14,Haryana,14,0,0,14
2020-03-14,Karnataka,6,0,1,5
2020-03-14,Kerala,19,3,0,16
2020-03-14,Maharashtra,14,0,0,14
2020-03-14,Punjab,1,0,0,1
2020-03-14,Rajasthan,3,1,0,2
2020-03-14,Tamil Nadu,1,0,0,1
2020-03-14,Telengana,1,0,0,1
2020-03-14,Jammu and Kashmir,2,0,0,2
2020-03-14,Ladakh,3,0,0,3
2020-03-14,Uttar Pradesh,12,5,0,7
2020-03-15,Andhra Pradesh,1,0,0,1
2020-03-15,Delhi,7,2,1,4
2020-03-15,Haryana,14,0,0,14
2020-03-15,Karnataka,6,0,1,5
2020-03-15,Kerala,22,3,0,19
2020-03-15,Maharashtra,32,0,0,32
2020-03-15,Punjab,1,0,0,1
2020-03-15,Rajasthan,4,3,0,1
2020-03-15,Tamil Nadu,1,0,0,1
2020-03-15,Telengana,3,1,0,2
2020-03-15,Jammu and Kashmir,2,0,0,2
2020-03-15,Ladakh,3,0,0,3
2020-03-15,Uttar Pradesh,13,4,0,9
2020-03-15,Uttarakhand,1,0,0,1
2020-03-16,Andhra Pradesh,1,0,0,1
2020-03-16,Delhi,7,2,1,4
2020-03-16,Haryana,14,0,0,14
2020-03-16,Karnataka,6,0,1,5
2020-03-16,Kerala,23,3,0,20
2020-03-16,Maharashtra,32,0,0,32
2020-03-16,Odisha,1,0,0,1
2020-03-16,Punjab,1,0,0,1
2020-03-16,Rajasthan,4,3,0,1
2020-03-16,Tamil Nadu,1,0,0,1
2020-03-16,Telengana,3,1,0,2
2020-03-16,Jammu and Kashmir,3,0,0,3
2020-03-16,Ladakh,4,0,0,4
2020-03-16,Uttar Pradesh,13,4,0,9
2020-03-16,Uttarakhand,1,0,0,1
2020-03-17,Andhra Pradesh,1,0,0,1
2020-03-17,Delhi,8,2,1,5
2020-03-17,Haryana,15,0,0,15
2020-03-17,Karnataka,11,0,1,10
2020-03-17,Kerala,26,3,0,23
2020-03-17,Maharashtra,39,0,1,38
2020-03-17,Odisha,1,0,0,1
2020-03-17,Punjab,1,0,0,1
2020-03-17,Rajasthan,4,3,0,1
2020-03-17,Tamil Nadu,1,0,0,1
2020-03-17,Telengana,5,1,0,4
2020-03-17,Jammu and Kashmir,3,0,0,3
2020-03-17,Ladakh,6,0,0,6
2020-03-17,Uttar Pradesh,15,5,0,10
2020-03-17,Uttarakhand,1,0,0,1
2020-03-18,Andhra Pradesh,1,0,0,1
2020-03-18,Delhi,10,2,1,7
2020-03-18,Haryana,17,0,0,17
2020-03-18,Karnataka,11,0,1,10
2020-03-18,Kerala,27,3,0,24
2020-03-18,Maharashtra,42,0,1,41
2020-03-18,Odisha,1,0,0,1
2020-03-18,Puducherry,1,0,0,1
2020-03-18,Punjab,1,0,0,1
2020-03-18,Rajasthan,4,3,0,1
2020-03-18,Tamil Nadu,1,0,0,1
2020-03-18,Telengana,6,1,0,5
2020-03-18,Jammu and Kashmir,3,0,0,3
2020-03-18,Ladakh,8,0,0,8
2020-03-18,Uttar Pradesh,16,5,0,11
2020-03-18,Uttarakhand,1,0,0,1
2020-03-18,West Bengal,1,0,0,1
2020-03-19,Andhra Pradesh,2,0,0,2
2020-03-19,Chhattisgarh,1,0,0,1
2020-03-19,Delhi,12,3,1,8
2020-03-19,Haryana,17,0,0,17
2020-03-19,Karnataka,14,0,1,13
2020-03-19,Kerala,27,3,0,24
2020-03-19,Maharashtra,47,0,1,46
2020-03-19,Odisha,1,0,0,1
2020-03-19,Puducherry,1,0,0,1
2020-03-19,Punjab,2,0,1,1
2020-03-19,Rajasthan,7,3,0,4
2020-03-19,Tamil Nadu,2,1,0,1
2020-03-19,Telengana,6,1,0,5
2020-03-19,Chandigarh,1,0,0,1
2020-03-19,Jammu and Kashmir,4,0,0,4
2020-03-19,Ladakh,8,0,0,8
2020-03-19,Uttar Pradesh,19,9,0,10
2020-03-19,Uttarakhand,1,0,0,1
2020-03-19,West Bengal,1,0,0,1
2020-03-20,Andhra Pradesh,3,0,0,3
2020-03-20,Chhattisgarh,1,0,0,1
2020-03-20,Delhi,17,5,1,11
2020-03-20,Gujarat,5,0,0,5
2020-03-20,Haryana,17,0,0,17
2020-03-20,Karnataka,15,1,1,13
2020-03-20,Kerala,28,3,0,25
2020-03-20,Maharashtra,52,0,1,51
2020-03-20,Odisha,2,0,0,2
2020-03-20,Puducherry,1,0,0,1
2020-03-20,Punjab,2,0,1,1
2020-03-20,Rajasthan,17,3,0,14
2020-03-20,Tamil Nadu,3,1,0,2
2020-03-20,Telengana,17,1,0,16
2020-03-20,Chandigarh,1,0,0,1
2020-03-20,Jammu and Kashmir,4,0,0,4
2020-03-20,Ladakh,10,0,0,10
2020-03-20,Uttar Pradesh,23,9,0,14
2020-03-20,Uttarakhand,3,0,0,3
2020-03-20,West Bengal,2,0,0,2
2020-03-21,Andhra Pradesh,3,0,0,3
2020-03-21,Chhattisgarh,1,0,0,1
2020-03-21,Delhi,26,5,1,20
2020-03-21,Gujarat,7,0,0,7
2020-03-21,Haryana,17,0,0,17
2020-03-21,Himachal Pradesh,2,0,0,2
2020-03-21,Karnataka,15,1,1,13
2020-03-21,Kerala,40,3,0,37
2020-03-21,Madhya Pradesh,4,0,0,4
2020-03-21,Maharashtra,63,0,1,62
2020-03-21,Odisha,2,0,0,2
2020-03-21,Puducherry,1,0,0,1
2020-03-21,Punjab,13,0,1,12
2020-03-21,Rajasthan,17,3,0,14
2020-03-21,Tamil Nadu,3,1,0,2
2020-03-21,Telengana,21,1,0,20
2020-03-21,Chandigarh,1,0,0,1
2020-03-21,Jammu and Kashmir,4,0,0,4
2020-03-21,Ladakh,13,0,0,13
2020-03-21,Uttar Pradesh,24,9,0,15
2020-03-21,Uttarakhand,3,0,0,3
2020-03-21,West Bengal,3,0,0,3
2020-03-22,Andhra Pradesh,5,0,0,5
2020-03-22,Bihar,2,0,1,1
2020-03-22,Chhattisgarh,1,0,0,1
2020-03-22,Delhi,29,5,1,23
2020-03-22,Gujarat,18,0,1,17
2020-03-22,Haryana,21,0,0,21
2020-03-22,Himachal Pradesh,2,0,0,2
2020-03-22,Karnataka,26,2,1,23
2020-03-22,Kerala,52,3,0,49
2020-03-22,Madhya Pradesh,4,0,0,4
2020-03-22,Maharashtra,67,0,2,65
2020-03-22,Odisha,2,0,0,2
2020-03-22,Puducherry,1,0,0,1
2020-03-22,Punjab,21,0,1,20
2020-03-22,Rajasthan,24,3,0,21
2020-03-22,Tamil Nadu,7,1,0,6
2020-03-22,Telengana,22,1,0,21
2020-03-22,Chandigarh,5,0,0,5
2020-03-22,Jammu and Kashmir,4,0,0,4
2020-03-22,Ladakh,13,0,0,13
2020-03-22,Uttar Pradesh,27,9,0,18
2020-03-22,Uttarakhand,3,0,0,3
2020-03-22,West Bengal,4,0,0,4
2020-03-23,Andhra Pradesh,7,0,0,7
2020-03-23,Bihar,2,0,1,1
2020-03-23,Chhattisgarh,1,0,0,1
2020-03-23,Delhi,29,5,1,23
2020-03-23,Gujarat,29,0,1,28
2020-03-23,Haryana,26,11,0,15
2020-03-23,Himachal Pradesh,2,0,0,2
2020-03-23,Karnataka,33,2,1,30
2020-03-23,Kerala,67,3,0,64
2020-03-23,Madhya Pradesh,6,0,0,6
2020-03-23,Maharashtra,74,0,2,72
2020-03-23,Odisha,2,0,0,2
2020-03-23,Puducherry,1,0,0,1
2020-03-23,Punjab,21,0,1,20
2020-03-23,Rajasthan,28,3,0,25
2020-03-23,Tamil Nadu,9,1,0,8
2020-03-23,Telengana,32,1,0,31
2020-03-23,Chandigarh,6,0,0,6
2020-03-23,Jammu and Kashmir,4,0,0,4
2020-03-23,Ladakh,13,0,0,13
2020-03-23,Uttar Pradesh,31,9,0,22
2020-03-23,Uttarakhand,3,0,0,3
2020-03-23,West Bengal,7,0,1,6
2020-03-24,Andhra Pradesh,8,0,0,8
2020-03-24,Bihar,3,0,1,2
2020-03-24,Chhattisgarh,1,0,0,1
2020-03-24,Delhi,30,6,2,22
2020-03-24,Gujarat,33,0,1,32
2020-03-24,Haryana,28,11,0,17
2020-03-24,Himachal Pradesh,3,0,1,2
2020-03-24,Karnataka,37,3,1,33
2020-03-24,Kerala,95,4,0,91
2020-03-24,Madhya Pradesh,7,0,0,7
2020-03-24,Maharashtra,89,0,2,87
2020-03-24,Manipur,1,0,0,1
2020-03-24,Odisha,2,0,0,2
2020-03-24,Puducherry,1,0,0,1
2020-03-24,Punjab,29,0,1,28
2020-03-24,Rajasthan,32,3,0,29
2020-03-24,Tamil Nadu,15,1,0,14
2020-03-24,Telengana,35,1,0,34
2020-03-24,Chandigarh,7,0,0,7
2020-03-24,Jammu and Kashmir,4,0,0,4
2020-03-24,Ladakh,13,0,0,13
2020-03-24,Uttar Pradesh,33,11,0,22
2020-03-24,Uttarakhand,4,0,0,4
2020-03-24,West Bengal,9,0,1,8
2020-03-25,Andhra Pradesh,9,1,0,8
2020-03-25,Bihar,4,0,1,3
2020-03-25,Chhattisgarh,1,0,0,1
2020-03-25,Delhi,31,6,1,24
2020-03-25,Gujarat,38,0,1,37
2020-03-25,Haryana,28,11,0,17
2020-03-25,Himachal Pradesh,3,0,1,2
2020-03-25,Karnataka,41,3,1,37
2020-03-25,Kerala,109,4,0,105
2020-03-25,Madhya Pradesh,14,0,0,14
2020-03-25,Maharashtra,128,1,3,124
2020-03-25,Manipur,1,0,0,1
2020-03-25,Mizoram,1,0,0,1
2020-03-25,Odisha,2,0,0,2
2020-03-25,Puducherry,1,0,0,1
2020-03-25,Punjab,29,0,1,28
2020-03-25,Rajasthan,36,3,0,33
2020-03-25,Tamil Nadu,18,1,0,17
2020-03-25,Telengana,35,1,0,34
2020-03-25,Chandigarh,7,0,0,7
2020-03-25,Jammu and Kashmir,7,1,0,6
2020-03-25,Ladakh,13,0,0,13
2020-03-25,Uttar Pradesh,37,11,0,26
2020-03-25,Uttarakhand,4,0,0,4
2020-03-25,West Bengal,9,0,1,8
2020-03-26,Andaman and Nicobar Islands,1,0,0,1
2020-03-26,Andhra Pradesh,11,1,0,10
2020-03-26,Bihar,6,0,1,5
2020-03-26,Chandigarh,7,0,0,7
2020-03-26,Chhattisgarh,6,0,0,6
2020-03-26,Delhi,36,6,1,29
2020-03-26,Goa,3,0,0,3
2020-03-26,Gujarat,43,0,3,40
2020-03-26,Haryana,30,11,0,19
2020-03-26,Himachal Pradesh,3,0,1,2
2020-03-26,Jammu and Kashmir,13,1,0,12
2020-03-26,Karnataka,55,3,2,50
2020-03-26,Kerala,118,6,0,112
2020-03-26,Ladakh,13,0,0,13
2020-03-26,Madhya Pradesh,20,0,1,19
2020-03-26,Maharashtra,124,1,3,120
2020-03-26,Manipur,1,0,0,1
2020-03-26,Mizoram,1,0,0,1
2020-03-26,Odisha,2,0,0,2
2020-03-26,Puducherry,1,0,0,1
2020-03-26,Punjab,33,0,1,32
2020-03-26,Rajasthan,41,3,0,38
2020-03-26,Tamil Nadu,26,1,1,24
2020-03-26,Telengana,44,1,0,43
2020-03-26,Uttarakhand,5,0,0,5
2020-03-26,Uttar Pradesh,41,11,0,30
2020-03-26,West Bengal,10,0,1,9
2020-03-27,Andaman and Nicobar Islands,1,0,0,1
2020-03-27,Andhra Pradesh,12,1,0,11
2020-03-27,Bihar,6,0,1,5
2020-03-27,Chandigarh,7,0,0,7
2020-03-27,Chhattisgarh,6,0,0,6
2020-03-27,Delhi,36,6,1,29
2020-03-27,Goa,3,0,0,3
2020-03-27,Gujarat,43,0,3,40
2020-03-27,Haryana,30,11,0,19
2020-03-27,Himachal Pradesh,3,0,1,2
2020-03-27,Jammu and Kashmir,13,1,1,11
2020-03-27,Karnataka,55,3,2,50
2020-03-27,Kerala,137,11,0,126
2020-03-27,Ladakh,13,3,0,10
2020-03-27,Madhya Pradesh,20,0,1,19
2020-03-27,Maharashtra,130,15,4,111
2020-03-27,Manipur,1,0,0,1
2020-03-27,Mizoram,1,0,0,1
2020-03-27,Odisha,2,0,0,2
2020-03-27,Puducherry,1,0,0,1
2020-03-27,Punjab,33,0,1,32
2020-03-27,Rajasthan,41,3,0,38
2020-03-27,Tamil Nadu,29,1,1,27
2020-03-27,Telengana,45,1,0,44
2020-03-27,Uttarakhand,5,0,0,5
2020-03-27,Uttar Pradesh,41,11,0,30
2020-03-27,West Bengal,10,0,1,9
2020-03-28,Andhra Pradesh,14,1,0,13
2020-03-28,Andaman and Nicobar Islands,6,0,0,6
2020-03-28,Bihar,9,0,1,8
2020-03-28,Chandigarh,8,0,0,8
2020-03-28,Chhattisgarh,6,0,0,6
2020-03-28,Delhi,39,6,1,32
2020-03-28,Goa,3,0,0,3
2020-03-28,Gujarat,45,0,3,42
2020-03-28,Haryana,33,12,0,21
2020-03-28,Himachal Pradesh,3,0,1,2
2020-03-28,Jammu and Kashmir,20,1,1,18
2020-03-28,Karnataka,55,3,2,50
2020-03-28,Kerala,176,11,0,165
2020-03-28,Ladakh,13,3,0,10
2020-03-28,Madhya Pradesh,30,0,2,28
2020-03-28,Maharashtra,180,25,5,150
2020-03-28,Manipur,1,0,0,1
2020-03-28,Mizoram,1,0,0,1
2020-03-28,Odisha,3,0,0,3
2020-03-28,Puducherry,1,0,0,1
2020-03-28,Punjab,38,1,1,36
2020-03-28,Rajasthan,54,3,0,51
2020-03-28,Tamil Nadu,40,2,1,37
2020-03-28,Telengana,56,1,0,55
2020-03-28,Uttarakhand,5,0,0,5
2020-03-28,Uttar Pradesh,55,11,0,44
2020-03-28,West Bengal,15,0,1,14
2020-03-29,Andhra Pradesh,19,1,0,18
2020-03-29,Andaman and Nicobar Islands,9,0,0,9
2020-03-29,Bihar,11,0,1,10
2020-03-29,Chandigarh,8,0,0,8
2020-03-29,Chhattisgarh,7,0,0,7
2020-03-29,Delhi,49,6,2,41
2020-03-29,Goa,5,0,0,5
2020-03-29,Gujarat,58,1,5,52
2020-03-29,Haryana,33,17,0,16
2020-03-29,Himachal Pradesh,3,0,1,2
2020-03-29,Jammu and Kashmir,31,1,2,28
2020-03-29,Karnataka,76,5,3,68
2020-03-29,Kerala,182,15,1,166
2020-03-29,Ladakh,13,3,0,10
2020-03-29,Madhya Pradesh,30,0,2,28
2020-03-29,Maharashtra,186,25,6,155
2020-03-29,Manipur,1,0,0,1
2020-03-29,Mizoram,1,0,0,1
2020-03-29,Odisha,3,0,0,3
2020-03-29,Puducherry,1,0,0,1
2020-03-29,Punjab,38,1,1,36
2020-03-29,Rajasthan,55,3,0,52
2020-03-29,Tamil Nadu,49,4,1,44
2020-03-29,Telengana,66,1,1,64
2020-03-29,Uttarakhand,7,2,0,5
2020-03-29,Uttar Pradesh,65,11,0,54
2020-03-29,West Bengal,18,0,1,17
2020-03-30,Andhra Pradesh,23,1,0,22
2020-03-30,Andaman and Nicobar Islands,9,0,0,9
2020-03-30,Bihar,15,0,1,14
2020-03-30,Chandigarh,8,0,0,8
2020-03-30,Chhattisgarh,7,0,0,7
2020-03-30,Delhi,87,6,2,79
2020-03-30,Goa,5,0,0,5
2020-03-30,Gujarat,69,1,6,62
2020-03-30,Haryana,36,18,0,18
2020-03-30,Himachal Pradesh,3,0,1,2
2020-03-30,Jammu and Kashmir,48,2,2,44
2020-03-30,Karnataka,83,5,3,75
2020-03-30,Kerala,202,19,1,182
2020-03-30,Ladakh,13,3,0,10
2020-03-30,Madhya Pradesh,47,0,3,44
2020-03-30,Maharashtra,198,25,8,165
2020-03-30,Manipur,1,0,0,1
2020-03-30,Mizoram,1,0,0,1
2020-03-30,Odisha,3,0,0,3
2020-03-30,Puducherry,1,0,0,1
2020-03-30,Punjab,38,1,1,36
2020-03-30,Rajasthan,59,3,0,56
2020-03-30,Tamil Nadu,67,4,1,62
2020-03-30,Telengana,71,1,1,69
2020-03-30,Uttarakhand,7,2,0,5
2020-03-30,Uttar Pradesh,82,11,0,71
2020-03-30,West Bengal,22,0,1,21
2020-03-31,Andhra Pradesh,40,1,0,39
2020-03-31,Andaman and Nicobar Islands,10,0,0,10
2020-03-31,Bihar,15,0,1,14
2020-03-31,Chandigarh,13,0,0,13
2020-03-31,Chhattisgarh,8,0,0,8
2020-03-31,Delhi,97,6,2,89
2020-03-31,Goa,5,0,0,5
2020-03-31,Gujarat,73,3,6,64
2020-03-31,Haryana,40,21,0,19
2020-03-31,Himachal Pradesh,3,0,1,2
2020-03-31,Jammu and Kashmir,54,2,2,50
2020-03-31,Karnataka,83,5,3,75
2020-03-31,Kerala,234,19,1,214
2020-03-31,Ladakh,13,3,0,10
2020-03-31,Madhya Pradesh,47,0,3,44
2020-03-31,Maharashtra,216,39,9,168
2020-03-31,Manipur,1,0,0,1
2020-03-31,Mizoram,1,0,0,1
2020-03-31,Odisha,3,0,0,3
2020-03-31,Puducherry,1,0,0,1
2020-03-31,Punjab,41,1,3,37
2020-03-31,Rajasthan,74,3,0,71
2020-03-31,Tamil Nadu,74,4,1,69
2020-03-31,Telengana,79,1,1,77
2020-03-31,Uttarakhand,7,2,0,5
2020-03-31,Uttar Pradesh,101,14,0,87
2020-03-31,West Bengal,26,0,2,24
2020-04-01,Andhra Pradesh,83,0,0,83
2020-04-01,Andaman and Nicobar Islands,10,1,0,9
2020-04-01,Assam,1,0,0,1
2020-04-01,Bihar,23,0,1,22
2020-04-01,Chandigarh,16,0,0,16
2020-04-01,Chhattisgarh,9,2,0,7
2020-04-01,Delhi,152,6,2,144
2020-04-01,Goa,5,0,0,5
2020-04-01,Gujarat,82,5,6,71
2020-04-01,Haryana,43,21,0,22
2020-04-01,Himachal Pradesh,3,0,1,2
2020-04-01,Jammu and Kashmir,62,2,2,58
2020-04-01,Jharkhand,1,0,0,1
2020-04-01,Karnataka,101,8,3,90
2020-04-01,Kerala,241,23,2,216
2020-04-01,Ladakh,13,3,0,10
2020-04-01,Madhya Pradesh,66,0,3,63
2020-04-01,Maharashtra,302,39,9,254
2020-04-01,Manipur,1,0,0,1
2020-04-01,Mizoram,1,0,0,1
2020-04-01,Odisha,4,0,0,4
2020-04-01,Puducherry,3,1,0,2
2020-04-01,Punjab,42,1,3,38
2020-04-01,Rajasthan,93,3,0,90
2020-04-01,Tamil Nadu,234,6,1,227
2020-04-01,Telengana,96,1,3,92
2020-04-01,Uttarakhand,7,2,0,5
2020-04-01,Uttar Pradesh,103,14,2,87
2020-04-01,West Bengal,37,6,3,28
2020-04-02,Andhra Pradesh,86,1,1,84
2020-04-02,Andaman and Nicobar Islands,10,0,0,10
2020-04-02,Assam,5,0,0,5
2020-04-02,Bihar,24,0,1,23
2020-04-02,Chandigarh,16,0,0,16
2020-04-02,Chhattisgarh,9,2,0,7
2020-04-02,Delhi,219,8,4,207
2020-04-02,Goa,5,0,0,5
2020-04-02,Gujarat,87,8,7,72
2020-04-02,Haryana,43,21,0,22
2020-04-02,Himachal Pradesh,3,1,1,1
2020-04-02,Jammu and Kashmir,62,2,2,58
2020-04-02,Jharkhand,1,0,0,1
2020-04-02,Karnataka,110,9,3,98
2020-04-02,Kerala,265,25,2,238
2020-04-02,Ladakh,13,3,0,10
2020-04-02,Madhya Pradesh,99,0,6,93
2020-04-02,Maharashtra,335,42,13,280
2020-04-02,Manipur,1,0,0,1
2020-04-02,Mizoram,1,0,0,1
2020-04-02,Odisha,4,0,0,4
2020-04-02,Puducherry,3,1,0,2
2020-04-02,Punjab,46,1,4,41
2020-04-02,Rajasthan,108,3,0,105
2020-04-02,Tamil Nadu,234,6,1,227
2020-04-02,Telengana,107,1,3,103
2020-04-02,Uttarakhand,7,2,0,5
2020-04-02,Uttar Pradesh,113,14,2,97
2020-04-02,West Bengal,53,6,3,44
2020-04-03,Andhra Pradesh,132,1,1,130
2020-04-03,Andaman and Nicobar Islands,10,0,0,10
2020-04-03,Arunachal Pradesh,1,0,0,1
2020-04-03,Assam,16,0,0,16
2020-04-03,Bihar,29,0,1,28
2020-04-03,Chandigarh,18,0,0,18
2020-04-03,Chhattisgarh,9,3,0,6
2020-04-03,Delhi,219,8,4,207
2020-04-03,Goa,6,0,0,6
2020-04-03,Gujarat,95,10,8,77
2020-04-03,Haryana,49,24,0,25
2020-04-03,Himachal Pradesh,6,1,1,4
2020-04-03,Jammu and Kashmir,75,3,2,70
2020-04-03,Jharkhand,2,0,0,2
2020-04-03,Karnataka,124,10,3,111
2020-04-03,Kerala,286,27,2,257
2020-04-03,Ladakh,14,3,0,11
2020-04-03,Madhya Pradesh,104,0,6,98
2020-04-03,Maharashtra,335,42,16,277
2020-04-03,Manipur,2,0,0,2
2020-04-03,Mizoram,1,0,0,1
2020-04-03,Odisha,5,0,0,5
2020-04-03,Puducherry,5,1,0,4
2020-04-03,Punjab,48,1,5,42
2020-04-03,Rajasthan,167,3,0,164
2020-04-03,Tamil Nadu,309,6,1,302
2020-04-03,Telengana,158,1,7,150
2020-04-03,Uttarakhand,10,2,0,8
2020-04-03,Uttar Pradesh,172,14,2,156
2020-04-03,West Bengal,63,3,3,57
2020-04-04,Andhra Pradesh,161,1,1,159
2020-04-04,Andaman and Nicobar Islands,10,0,0,10
2020-04-04,Arunachal Pradesh,1,0,0,1
2020-04-04,Assam,24,0,0,24
2020-04-04,Bihar,30,0,1,29
2020-04-04,Chandigarh,18,0,0,18
2020-04-04,Chhattisgarh,9,3,0,6
2020-04-04,Delhi,445,15,6,424
2020-04-04,Goa,7,0,0,7
2020-04-04,Gujarat,105,14,10,81
2020-04-04,Haryana,49,24,0,25
2020-04-04,Himachal Pradesh,6,1,1,4
2020-04-04,Jammu and Kashmir,75,3,2,70
2020-04-04,Jharkhand,2,0,0,2
2020-04-04,Karnataka,128,12,3,113
2020-04-04,Kerala,295,41,2,252
2020-04-04,Ladakh,14,3,0,11
2020-04-04,Madhya Pradesh,104,0,6,98
2020-04-04,Maharashtra,490,42,24,424
2020-04-04,Manipur,2,0,0,2
2020-04-04,Mizoram,1,0,0,1
2020-04-04,Odisha,5,0,0,5
2020-04-04,Puducherry,5,1,0,4
2020-04-04,Punjab,57,1,5,51
2020-04-04,Rajasthan,200,21,0,179
2020-04-04,Tamil Nadu,411,6,2,403
2020-04-04,Telengana,159,1,7,151
2020-04-04,Uttarakhand,16,2,0,14
2020-04-04,Uttar Pradesh,174,19,2,153
2020-04-04,West Bengal,69,3,3,63
2020-04-05,Andhra Pradesh,190,1,1,188
2020-04-05,Andaman and Nicobar Islands,10,0,0,10
2020-04-05,Arunachal Pradesh,1,0,0,1
2020-04-05,Assam,26,0,0,26
2020-04-05,Bihar,30,0,1,29
2020-04-05,Chandigarh,18,0,0,18
2020-04-05,Chhattisgarh,9,3,0,6
2020-04-05,Delhi,503,18,7,478
2020-04-05,Goa,7,0,0,7
2020-04-05,Gujarat,122,18,11,93
2020-04-05,Haryana,59,25,1,33
2020-04-05,Himachal Pradesh,6,1,1,4
2020-04-05,Jammu and Kashmir,106,4,2,100
2020-04-05,Jharkhand,3,0,0,3
2020-04-05,Karnataka,144,12,4,128
2020-04-05,Kerala,306,49,2,255
2020-04-05,Ladakh,14,10,0,4
2020-04-05,Madhya Pradesh,165,0,9,156
2020-04-05,Maharashtra,490,42,24,424
2020-04-05,Manipur,2,0,0,2
2020-04-05,Mizoram,1,0,0,1
2020-04-05,Odisha,20,0,0,20
2020-04-05,Puducherry,5,1,0,4
2020-04-05,Punjab,57,1,5,51
2020-04-05,Rajasthan,200,21,0,179
2020-04-05,Tamil Nadu,485,6,3,476
2020-04-05,Telengana,269,32,7,230
2020-04-05,Uttarakhand,22,2,0,20
2020-04-05,Uttar Pradesh,227,19,2,206
2020-04-05,West Bengal,80,10,3,67
2020-04-06,Andhra Pradesh,226,1,3,222
2020-04-06,Andaman and Nicobar Islands,10,0,0,10
2020-04-06,Arunachal Pradesh,1,0,0,1
2020-04-06,Assam,26,0,0,26
2020-04-06,Bihar,32,0,1,31
2020-04-06,Chandigarh,18,0,0,18
2020-04-06,Chhattisgarh,10,8,0,2
2020-04-06,Delhi,523,19,7,497
2020-04-06,Goa,7,0,0,7
2020-04-06,Gujarat,144,22,12,110
2020-04-06,Haryana,84,25,1,58
2020-04-06,Himachal Pradesh,13,2,1,10
2020-04-06,Jammu and Kashmir,109,4,2,103
2020-04-06,Jharkhand,4,0,0,4
2020-04-06,Karnataka,151,12,4,135
2020-04-06,Kerala,314,55,2,257
2020-04-06,Ladakh,14,10,0,4
2020-04-06,Madhya Pradesh,165,0,9,156
2020-04-06,Maharashtra,748,56,45,647
2020-04-06,Manipur,2,0,0,2
2020-04-06,Mizoram,1,0,0,1
2020-04-06,Odisha,21,2,0,19
2020-04-06,Puducherry,5,1,0,4
2020-04-06,Punjab,76,4,6,66
2020-04-06,Rajasthan,274,21,0,253
2020-04-06,Tamil Nadu,571,8,5,558
2020-04-06,Telengana,321,34,7,280
2020-04-06,Uttarakhand,26,4,0,22
2020-04-06,Uttar Pradesh,305,21,3,281
2020-04-06,West Bengal,80,10,3,67
2020-04-07,Andhra Pradesh,266,1,3,262
2020-04-07,Andaman and Nicobar Islands,10,0,0,10
2020-04-07,Arunachal Pradesh,1,0,0,1
2020-04-07,Assam,26,0,0,26
2020-04-07,Bihar,32,0,1,31
2020-04-07,Chandigarh,18,7,0,11
2020-04-07,Chhattisgarh,10,9,0,1
2020-04-07,Delhi,576,21,7,548
2020-04-07,Goa,7,0,0,7
2020-04-07,Gujarat,165,25,13,127
2020-04-07,Haryana,90,25,1,64
2020-04-07,Himachal Pradesh,13,2,1,10
2020-04-07,Jammu and Kashmir,116,4,2,110
